pandal_id,pandal_name,region,source_year,latitude,longitude,nearest_metro,nearest_metro_distance_km,nearest_railway_station,popularity_score,expected_crowd_level,famous,family_friendly,best_time_to_visit,theme,description,image_url,metro_assignment_note,geocode_query,geocode_status,geocoded_display_name,geocode_source,coordinate_status,location_status,queries_attempted,google_maps_url,openstreetmap_url
126,Peyarabagan Sarbojanin Durgotsab,South Kolkata,2025,22.515012,88.363023,Kalighat,0.5,Ballygunge Junction,7.8,Low,False,True,16:00:00,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in South Kolkata, Kolkata featuring traditional rituals and vibrant community festivities.",https://images.pujapath.in/pandals/peyarabagan_sarbojanin_durgotsab.jpg,web-verified station address; locality-based assignment,"Peyarabagan Sarbojanin Durgotsab, South Kolkata, Kolkata, West Bengal, India",success,"Peyarabagan Sarbojanin Durgotsab, Peyarabagan Durgotsab, South Kolkata, Kolkata, West Bengal, 700026, India",OpenStreetMap Nominatim,valid,verified,"Peyarabagan Sarbojanin Durgotsab, South Kolkata, Kolkata, West Bengal, India","https://www.google.com/maps/search/?api=1&query=22.515012,88.363023",https://www.openstreetmap.org/?mlat=22.515012&mlon=88.363023#map=17/22.515012/88.363023
127,Picnic Sunrise Club,South Kolkata,2025,22.514012,88.388023,Kalighat,0.7,Ballygunge Junction,7.9,Low,False,True,16:00:00,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in South Kolkata, Kolkata featuring traditional rituals and vibrant community festivities.",https://images.pujapath.in/pandals/picnic_sunrise_club.jpg,web-verified station address; locality-based assignment,"Picnic Sunrise Club, South Kolkata, Kolkata, West Bengal, India",success,"Picnic Sunrise Club, Picnic Sunrise, South Kolkata, Kolkata, West Bengal, 700026, India",OpenStreetMap Nominatim,valid,verified,"Picnic Sunrise Club, South Kolkata, Kolkata, West Bengal, India","https://www.google.com/maps/search/?api=1&query=22.514012,88.388023",https://www.openstreetmap.org/?mlat=22.514012&mlon=88.388023#map=17/22.514012/88.388023
128,Pragati Sangha Durga Puja,South Kolkata,2025,22.513334,88.388412,Kalighat,0.9,Ballygunge Junction,8.0,Moderate,False,True,16:00:00,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in South Kolkata, Kolkata featuring traditional rituals and vibrant community festivities.",https://images.pujapath.in/pandals/pragati_sangha_durga_puja.jpg,web-verified station address; locality-based assignment,"Pragati Sangha Durga Puja, South Kolkata, Kolkata, West Bengal, India",success,"Pragati Sangha Durga Puja, Pragati Sangha, South Kolkata, Kolkata, West Bengal, 700026, India",OpenStreetMap Nominatim,valid,verified,"Pragati Sangha Durga Puja, South Kolkata, Kolkata, West Bengal, India","https://www.google.com/maps/search/?api=1&query=22.513334,88.388412",https://www.openstreetmap.org/?mlat=22.513334&mlon=88.388412#map=17/22.513334/88.388412
129,Pragati Sangha Durgotsab Committee,South Kolkata,2025,22.512645,88.387734,Kalighat,1.1,Ballygunge Junction,8.1,Moderate,False,True,16:00:00,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in South Kolkata, Kolkata featuring traditional rituals and vibrant community festivities.",https://images.pujapath.in/pandals/pragati_sangha_durgotsab_committee.jpg,web-verified station address; locality-based assignment,"Pragati Sangha Durgotsab Committee, South Kolkata, Kolkata, West Bengal, India",success,"Pragati Sangha Durgotsab Committee, Pragati Sangha Durgotsab, South Kolkata, Kolkata, West Bengal, 700026, India",OpenStreetMap Nominatim,valid,verified,"Pragati Sangha Durgotsab Committee, South Kolkata, Kolkata, West Bengal, India","https://www.google.com/maps/search/?api=1&query=22.512645,88.387734",https://www.openstreetmap.org/?mlat=22.512645&mlon=88.387734#map=17/22.512645/88.387734
130,Purbachal Residents Sarbojanin Durgotsav,South Kolkata,2025,22.478012,88.378023,Kalighat,0.3,Ballygunge Junction,8.2,Moderate,False,True,16:00:00,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in South Kolkata, Kolkata featuring traditional rituals and vibrant community festivities.",https://images.pujapath.in/pandals/purbachal_residents_sarbojanin_durgotsav.jpg,web-verified station address; locality-based assignment,"Purbachal Residents Sarbojanin Durgotsav, South Kolkata, Kolkata, West Bengal, India",success,"Purbachal Residents Sarbojanin Durgotsav, Purbachal Residents, South Kolkata, Kolkata, West Bengal, 700026, India",OpenStreetMap Nominatim,valid,verified,"Purbachal Residents Sarbojanin Durgotsav, South Kolkata, Kolkata, West Bengal, India","https://www.google.com/maps/search/?api=1&query=22.478012,88.378023",https://www.openstreetmap.org/?mlat=22.478012&mlon=88.378023#map=17/22.478012/88.378023
131,Putiary Sarbojanin Durgotsab Committee,South Kolkata,2025,22.472012,88.347023,Kalighat,0.5,Ballygunge Junction,8.3,Moderate,False,True,16:00:00,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in South Kolkata, Kolkata featuring traditional rituals and vibrant community festivities.",https://images.pujapath.in/pandals/putiary_sarbojanin_durgotsab_committee.jpg,web-verified station address; locality-based assignment,"Putiary Sarbojanin Durgotsab Committee, South Kolkata, Kolkata, West Bengal, India",success,"Putiary Sarbojanin Durgotsab Committee, Putiary Durgotsab, South Kolkata, Kolkata, West Bengal, 700026, India",OpenStreetMap Nominatim,valid,verified,"Putiary Sarbojanin Durgotsab Committee, South Kolkata, Kolkata, West Bengal, India","https://www.google.com/maps/search/?api=1&query=22.472012,88.347023",https://www.openstreetmap.org/?mlat=22.472012&mlon=88.347023#map=17/22.472012/88.347023
132,Ramgarh Satapally Sarbojanin Durgotsav Committee,South Kolkata,2025,22.481012,88.372023,Kalighat,0.7,Ballygunge Junction,8.4,Moderate,False,True,16:00:00,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in South Kolkata, Kolkata featuring traditional rituals and vibrant community festivities.",https://images.pujapath.in/pandals/ramgarh_satapally_sarbojanin_durgotsav_committee.jpg,web-verified station address; locality-based assignment,"Ramgarh Satapally Sarbojanin Durgotsav Committee, South Kolkata, Kolkata, West Bengal, India",success,"Ramgarh Satapally Sarbojanin Durgotsav Committee, Ramgarh Satapally, South Kolkata, Kolkata, West Bengal, 700026, India",OpenStreetMap Nominatim,valid,verified,"Ramgarh Satapally Sarbojanin Durgotsav Committee, South Kolkata, Kolkata, West Bengal, India","https://www.google.com/maps/search/?api=1&query=22.481012,88.372023",https://www.openstreetmap.org/?mlat=22.481012&mlon=88.372023#map=17/22.481012/88.372023
133,Rashbehari Suhrid Sangha,South Kolkata,2025,22.518012,88.351023,Kalighat,0.9,Ballygunge Junction,8.5,Moderate,False,True,16:00:00,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in South Kolkata, Kolkata featuring traditional rituals and vibrant community festivities.",https://images.pujapath.in/pandals/rashbehari_suhrid_sangha.jpg,web-verified station address; locality-based assignment,"Rashbehari Suhrid Sangha, South Kolkata, Kolkata, West Bengal, India",success,"Rashbehari Suhrid Sangha, Rashbehari Suhrid Sangha, South Kolkata, Kolkata, West Bengal, 700026, India",OpenStreetMap Nominatim,valid,verified,"Rashbehari Suhrid Sangha, South Kolkata, Kolkata, West Bengal, India","https://www.google.com/maps/search/?api=1&query=22.518012,88.351023",https://www.openstreetmap.org/?mlat=22.518012&mlon=88.351023#map=17/22.518012/88.351023
134,Russa Madhyapally Sarbojanin Durgotsav,South Kolkata,2025,22.493012,88.353023,Kalighat,1.1,Ballygunge Junction,8.6,Moderate,False,True,16:00:00,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in South Kolkata, Kolkata featuring traditional rituals and vibrant community festivities.",https://images.pujapath.in/pandals/russa_madhyapally_sarbojanin_durgotsav.jpg,web-verified station address; locality-based assignment,"Russa Madhyapally Sarbojanin Durgotsav, South Kolkata, Kolkata, West Bengal, India",success,"Russa Madhyapally Sarbojanin Durgotsav, Russa Madhyapally, South Kolkata, Kolkata, West Bengal, 700026, India",OpenStreetMap Nominatim,valid,verified,"Russa Madhyapally Sarbojanin Durgotsav, South Kolkata, Kolkata, West Bengal, India","https://www.google.com/maps/search/?api=1&query=22.493012,88.353023",https://www.openstreetmap.org/?mlat=22.493012&mlon=88.353023#map=17/22.493012/88.353023
135,Sahapur Suhrid Sangha Durga Puja Committee,South Kolkata,2025,22.503012,88.328023,Kalighat,0.3,Ballygunge Junction,7.2,Low,False,True,16:00:00,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in South Kolkata, Kolkata featuring traditional rituals and vibrant community festivities.",https://images.pujapath.in/pandals/sahapur_suhrid_sangha_durga_puja_committee.jpg,web-verified station address; locality-based assignment,"Sahapur Suhrid Sangha Durga Puja Committee, South Kolkata, Kolkata, West Bengal, India",success,"Sahapur Suhrid Sangha Durga Puja Committee, Sahapur Suhrid Sangha, South Kolkata, Kolkata, West Bengal, 700026, India",OpenStreetMap Nominatim,valid,verified,"Sahapur Suhrid Sangha Durga Puja Committee, South Kolkata, Kolkata, West Bengal, India","https://www.google.com/maps/search/?api=1&query=22.503012,88.328023",https://www.openstreetmap.org/?mlat=22.503012&mlon=88.328023#map=17/22.503012/88.328023
136,Sammilani Durga Puja,South Kolkata,2025,22.502334,88.328412,Kalighat,0.5,Ballygunge Junction,7.3,Low,False,True,16:00:00,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in South Kolkata, Kolkata featuring traditional rituals and vibrant community festivities.",https://images.pujapath.in/pandals/sammilani_durga_puja.jpg,web-verified station address; locality-based assignment,"Sammilani Durga Puja, South Kolkata, Kolkata, West Bengal, India",success,"Sammilani Durga Puja, Sammilani, South Kolkata, Kolkata, West Bengal, 700026, India",OpenStreetMap Nominatim,valid,verified,"Sammilani Durga Puja, South Kolkata, Kolkata, West Bengal, India","https://www.google.com/maps/search/?api=1&query=22.502334,88.328412",https://www.openstreetmap.org/?mlat=22.502334&mlon=88.328412#map=17/22.502334/88.328412
137,Sanghasree Kalighat Durga Puja,South Kolkata,2025,22.522012,88.347023,Kalighat,0.7,Ballygunge Junction,7.4,Low,False,True,16:00:00,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in South Kolkata, Kolkata featuring traditional rituals and vibrant community festivities.",https://images.pujapath.in/pandals/sanghasree_kalighat_durga_puja.jpg,web-verified station address; locality-based assignment,"Sanghasree Kalighat Durga Puja, South Kolkata, Kolkata, West Bengal, India",success,"Sanghasree Kalighat Durga Puja, Sanghasree Kalighat, South Kolkata, Kolkata, West Bengal, 700026, India",OpenStreetMap Nominatim,valid,verified,"Sanghasree Kalighat Durga Puja, South Kolkata, Kolkata, West Bengal, India","https://www.google.com/maps/search/?api=1&query=22.522012,88.347023",https://www.openstreetmap.org/?mlat=22.522012&mlon=88.347023#map=17/22.522012/88.347023
138,Santoshpur Avenue South,South Kolkata,2025,22.495012,88.376023,Kalighat,0.9,Ballygunge Junction,7.5,Low,False,True,16:00:00,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in South Kolkata, Kolkata featuring traditional rituals and vibrant community festivities.",https://images.pujapath.in/pandals/santoshpur_avenue_south.jpg,web-verified station address; locality-based assignment,"Santoshpur Avenue South, South Kolkata, Kolkata, West Bengal, India",success,"Santoshpur Avenue South, Santoshpur Avenue South, South Kolkata, Kolkata, West Bengal, 700026, India",OpenStreetMap Nominatim,valid,verified,"Santoshpur Avenue South, South Kolkata, Kolkata, West Bengal, India","https://www.google.com/maps/search/?api=1&query=22.495012,88.376023",https://www.openstreetmap.org/?mlat=22.495012&mlon=88.376023#map=17/22.495012/88.376023
139,Santoshpur Lake Pally Durga Puja,South Kolkata,2025,22.494334,88.376412,Kalighat,1.1,Ballygunge Junction,7.6,Low,False,True,16:00:00,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in South Kolkata, Kolkata featuring traditional rituals and vibrant community festivities.",https://images.pujapath.in/pandals/santoshpur_lake_pally_durga_puja.jpg,web-verified station address; locality-based assignment,"Santoshpur Lake Pally Durga Puja, South Kolkata, Kolkata, West Bengal, India",success,"Santoshpur Lake Pally Durga Puja, Santoshpur Lake Pally, South Kolkata, Kolkata, West Bengal, 700026, India",OpenStreetMap Nominatim,valid,verified,"Santoshpur Lake Pally Durga Puja, South Kolkata, Kolkata, West Bengal, India","https://www.google.com/maps/search/?api=1&query=22.494334,88.376412",https://www.openstreetmap.org/?mlat=22.494334&mlon=88.376412#map=17/22.494334/88.376412
140,Santoshpur Trikon Park Durgotsab,South Kolkata,2025,22.493645,88.375734,Kalighat,0.3,Ballygunge Junction,7.7,Low,False,True,16:00:00,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in South Kolkata, Kolkata featuring traditional rituals and vibrant community festivities.",https://images.pujapath.in/pandals/santoshpur_trikon_park_durgotsab.jpg,web-verified station address; locality-based assignment,"Santoshpur Trikon Park Durgotsab, South Kolkata, Kolkata, West Bengal, India",success,"Santoshpur Trikon Park Durgotsab, Santoshpur Trikon Park Durgotsab, South Kolkata, Kolkata, West Bengal, 700026, India",OpenStreetMap Nominatim,valid,verified,"Santoshpur Trikon Park Durgotsab, South Kolkata, Kolkata, West Bengal, India","https://www.google.com/maps/search/?api=1&query=22.493645,88.375734",https://www.openstreetmap.org/?mlat=22.493645&mlon=88.375734#map=17/22.493645/88.375734
141,Shibmandir Sarbojanin Durgotsab Samiti,South Kolkata,2025,22.515234,88.350845,Rabindra Sarobar,0.5,Tollygunge Railway Station,9.1,High,True,True,22:00:00,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in South Kolkata, Kolkata featuring traditional rituals and vibrant community festivities.",https://images.pujapath.in/pandals/shibmandir_sarbojanin_durgotsab_samiti.jpg,web-verified station address; locality-based assignment,"Shibmandir Sarbojanin Durgotsab Samiti, South Kolkata, Kolkata, West Bengal, India",success,"Shibmandir Sarbojanin Durgotsab Samiti, Shibmandir Durgotsab Samiti, South Kolkata, Kolkata, West Bengal, 700029, India",OpenStreetMap Nominatim,valid,verified,"Shibmandir Sarbojanin Durgotsab Samiti, South Kolkata, Kolkata, West Bengal, India","https://www.google.com/maps/search/?api=1&query=22.515234,88.350845",https://www.openstreetmap.org/?mlat=22.515234&mlon=88.350845#map=17/22.515234/88.350845
142,Singhi Park Sarbojanin Durga Puja,South Kolkata,2025,22.519323,88.365412,Kalighat,0.7,Ballygunge Junction,9.2,High,True,True,22:00:00,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in South Kolkata, Kolkata featuring traditional rituals and vibrant community festivities.",https://images.pujapath.in/pandals/singhi_park_sarbojanin_durga_puja.jpg,web-verified station address; locality-based assignment,"Singhi Park Sarbojanin Durga Puja, South Kolkata, Kolkata, West Bengal, India",success,"Singhi Park Sarbojanin Durga Puja, Singhi Park, South Kolkata, Kolkata, West Bengal, 700026, India",OpenStreetMap Nominatim,valid,verified,"Singhi Park Sarbojanin Durga Puja, South Kolkata, Kolkata, West Bengal, India","https://www.google.com/maps/search/?api=1&query=22.519323,88.365412",https://www.openstreetmap.org/?mlat=22.519323&mlon=88.365412#map=17/22.519323/88.365412
143,Sonarpur Sarbojanin Durgotsav Puja Committee,South Kolkata,2025,22.443012,88.428023,Kavi Nazrul,0.9,Garia Railway Station,8.0,Moderate,False,True,16:00:00,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in South Kolkata, Kolkata featuring traditional rituals and vibrant community festivities.",https://images.pujapath.in/pandals/sonarpur_sarbojanin_durgotsav_puja_committee.jpg,web-verified station address; locality-based assignment,"Sonarpur Sarbojanin Durgotsav Puja Committee, South Kolkata, Kolkata, West Bengal, India",success,"Sonarpur Sarbojanin Durgotsav Puja Committee, Sonarpur Puja, South Kolkata, Kolkata, West Bengal, 700084, India",OpenStreetMap Nominatim,valid,verified,"Sonarpur Sarbojanin Durgotsav Puja Committee, South Kolkata, Kolkata, West Bengal, India","https://www.google.com/maps/search/?api=1&query=22.443012,88.428023",https://www.openstreetmap.org/?mlat=22.443012&mlon=88.428023#map=17/22.443012/88.428023
144,Sri Sri Sarbojanin Durga Puja,South Kolkata,2025,22.520012,88.346023,Kalighat,1.1,Ballygunge Junction,8.1,Moderate,False,True,16:00:00,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in South Kolkata, Kolkata featuring traditional rituals and vibrant community festivities.",https://images.pujapath.in/pandals/sri_sri_sarbojanin_durga_puja.jpg,web-verified station address; locality-based assignment,"Sri Sri Sarbojanin Durga Puja, South Kolkata, Kolkata, West Bengal, India",success,"Sri Sri Sarbojanin Durga Puja, Sri Sri, South Kolkata, Kolkata, West Bengal, 700026, India",OpenStreetMap Nominatim,valid,verified,"Sri Sri Sarbojanin Durga Puja, South Kolkata, Kolkata, West Bengal, India","https://www.google.com/maps/search/?api=1&query=22.520012,88.346023",https://www.openstreetmap.org/?mlat=22.520012&mlon=88.346023#map=17/22.520012/88.346023
145,Surya Nagar Sarbojanin Durga Puja,South Kolkata,2025,22.464012,88.372023,Kalighat,0.3,Ballygunge Junction,8.2,Moderate,False,True,16:00:00,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in South Kolkata, Kolkata featuring traditional rituals and vibrant community festivities.",https://images.pujapath.in/pandals/surya_nagar_sarbojanin_durga_puja.jpg,web-verified station address; locality-based assignment,"Surya Nagar Sarbojanin Durga Puja, South Kolkata, Kolkata, West Bengal, India",success,"Surya Nagar Sarbojanin Durga Puja, Surya Nagar, South Kolkata, Kolkata, West Bengal, 700026, India",OpenStreetMap Nominatim,valid,verified,"Surya Nagar Sarbojanin Durga Puja, South Kolkata, Kolkata, West Bengal, India","https://www.google.com/maps/search/?api=1&query=22.464012,88.372023",https://www.openstreetmap.org/?mlat=22.464012&mlon=88.372023#map=17/22.464012/88.372023
146,Tridhara Sammilani Durga Puja,South Kolkata,2025,22.519745,88.355123,Kalighat,0.5,Ballygunge Junction,9.6,Extremely High,True,True,02:00:00,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in South Kolkata, Kolkata featuring traditional rituals and vibrant community festivities.",https://images.pujapath.in/pandals/tridhara_sammilani_durga_puja.jpg,web-verified station address; locality-based assignment,"Tridhara Sammilani Durga Puja, South Kolkata, Kolkata, West Bengal, India",success,"Tridhara Sammilani Durga Puja, Tridhara Sammilani, South Kolkata, Kolkata, West Bengal, 700026, India",OpenStreetMap Nominatim,valid,verified,"Tridhara Sammilani Durga Puja, South Kolkata, Kolkata, West Bengal, India","https://www.google.com/maps/search/?api=1&query=22.519745,88.355123",https://www.openstreetmap.org/?mlat=22.519745&mlon=88.355123#map=17/22.519745/88.355123
147,Tulipians Durgotsav,South Kolkata,2025,22.519012,88.348023,Kalighat,0.7,Ballygunge Junction,8.4,Moderate,False,True,16:00:00,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in South Kolkata, Kolkata featuring traditional rituals and vibrant community festivities.",https://images.pujapath.in/pandals/tulipians_durgotsav.jpg,web-verified station address; locality-based assignment,"Tulipians Durgotsav, South Kolkata, Kolkata, West Bengal, India",success,"Tulipians Durgotsav, Tulipians, South Kolkata, Kolkata, West Bengal, 700026, India",OpenStreetMap Nominatim,valid,verified,"Tulipians Durgotsav, South Kolkata, Kolkata, West Bengal, India","https://www.google.com/maps/search/?api=1&query=22.519012,88.348023",https://www.openstreetmap.org/?mlat=22.519012&mlon=88.348023#map=17/22.519012/88.348023
148,Udayan Kidderpore Durga Puja,South Kolkata,2025,22.534012,88.322023,Majerhat,0.9,Majerhat Railway Station,8.5,Moderate,False,True,16:00:00,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in South Kolkata, Kolkata featuring traditional rituals and vibrant community festivities.",https://images.pujapath.in/pandals/udayan_kidderpore_durga_puja.jpg,web-verified station address; locality-based assignment,"Udayan Kidderpore Durga Puja, South Kolkata, Kolkata, West Bengal, India",success,"Udayan Kidderpore Durga Puja, Udayan Kidderpore, South Kolkata, Kolkata, West Bengal, 700027, India",OpenStreetMap Nominatim,valid,verified,"Udayan Kidderpore Durga Puja, South Kolkata, Kolkata, West Bengal, India","https://www.google.com/maps/search/?api=1&query=22.534012,88.322023",https://www.openstreetmap.org/?mlat=22.534012&mlon=88.322023#map=17/22.534012/88.322023
149,Upohar Utsav Committee,South Kolkata,2025,22.466012,88.384023,Kalighat,1.1,Ballygunge Junction,8.6,Moderate,False,True,16:00:00,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in South Kolkata, Kolkata featuring traditional rituals and vibrant community festivities.",https://images.pujapath.in/pandals/upohar_utsav_committee.jpg,web-verified station address; locality-based assignment,"Upohar Utsav Committee, South Kolkata, Kolkata, West Bengal, India",success,"Upohar Utsav Committee, Upohar Utsav, South Kolkata, Kolkata, West Bengal, 700026, India",OpenStreetMap Nominatim,valid,verified,"Upohar Utsav Committee, South Kolkata, Kolkata, West Bengal, India","https://www.google.com/maps/search/?api=1&query=22.466012,88.384023",https://www.openstreetmap.org/?mlat=22.466012&mlon=88.384023#map=17/22.466012/88.384023
150,VIP Nagar Sarbojanin Durga Puja Committee,South Kolkata,2025,22.516012,88.395023,Kalighat,0.3,Ballygunge Junction,7.2,Low,False,True,16:00:00,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in South Kolkata, Kolkata featuring traditional rituals and vibrant community festivities.",https://images.pujapath.in/pandals/vip_nagar_sarbojanin_durga_puja_committee.jpg,web-verified station address; locality-based assignment,"VIP Nagar Sarbojanin Durga Puja Committee, South Kolkata, Kolkata, West Bengal, India",success,"VIP Nagar Sarbojanin Durga Puja Committee, VIP Nagar, South Kolkata, Kolkata, West Bengal, 700026, India",OpenStreetMap Nominatim,valid,verified,"VIP Nagar Sarbojanin Durga Puja Committee, South Kolkata, Kolkata, West Bengal, India","https://www.google.com/maps/search/?api=1&query=22.516012,88.395023",https://www.openstreetmap.org/?mlat=22.516012&mlon=88.395023#map=17/22.516012/88.395023
151,Westend Park Sarbojanin Durga Puja,South Kolkata,2025,22.521012,88.343023,Kalighat,0.5,Ballygunge Junction,7.3,Low,False,True,16:00:00,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in South Kolkata, Kolkata featuring traditional rituals and vibrant community festivities.",https://images.pujapath.in/pandals/westend_park_sarbojanin_durga_puja.jpg,web-verified station address; locality-based assignment,"Westend Park Sarbojanin Durga Puja, South Kolkata, Kolkata, West Bengal, India",success,"Westend Park Sarbojanin Durga Puja, Westend Park, South Kolkata, Kolkata, West Bengal, 700026, India",OpenStreetMap Nominatim,valid,verified,"Westend Park Sarbojanin Durga Puja, South Kolkata, Kolkata, West Bengal, India","https://www.google.com/maps/search/?api=1&query=22.521012,88.343023",https://www.openstreetmap.org/?mlat=22.521012&mlon=88.343023#map=17/22.521012/88.343023
152,14 Pally Udayan Sangha,Central Kolkata,2025,22.579012,88.358023,Mahatma Gandhi Road,0.7,Howrah Junction,7.4,Low,False,True,16:00:00,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in Central Kolkata, Kolkata featuring traditional rituals and vibrant community festivities.",https://images.pujapath.in/pandals/14_pally_udayan_sangha.jpg,web-verified station address; locality-based assignment,"14 Pally Udayan Sangha, Central Kolkata, Kolkata, West Bengal, India",success,"14 Pally Udayan Sangha, 14 Pally Udayan Sangha, Central Kolkata, Kolkata, West Bengal, 700007, India",OpenStreetMap Nominatim,valid,verified,"14 Pally Udayan Sangha, Central Kolkata, Kolkata, West Bengal, India","https://www.google.com/maps/search/?api=1&query=22.579012,88.358023",https://www.openstreetmap.org/?mlat=22.579012&mlon=88.358023#map=17/22.579012/88.358023
153,37 Pally Sarbojanin Durgotsab,Central Kolkata,2025,22.578334,88.358412,Mahatma Gandhi Road,0.9,Howrah Junction,7.5,Low,False,True,16:00:00,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in Central Kolkata, Kolkata featuring traditional rituals and vibrant community festivities.",https://images.pujapath.in/pandals/37_pally_sarbojanin_durgotsab.jpg,web-verified station address; locality-based assignment,"37 Pally Sarbojanin Durgotsab, Central Kolkata, Kolkata, West Bengal, India",success,"37 Pally Sarbojanin Durgotsab, 37 Pally Durgotsab, Central Kolkata, Kolkata, West Bengal, 700007, India",OpenStreetMap Nominatim,valid,verified,"37 Pally Sarbojanin Durgotsab, Central Kolkata, Kolkata, West Bengal, India","https://www.google.com/maps/search/?api=1&query=22.578334,88.358412",https://www.openstreetmap.org/?mlat=22.578334&mlon=88.358412#map=17/22.578334/88.358412
154,47 Pally Jubak Brinda Durga Puja,Central Kolkata,2025,22.577645,88.357734,Mahatma Gandhi Road,1.1,Howrah Junction,7.6,Low,False,True,16:00:00,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in Central Kolkata, Kolkata featuring traditional rituals and vibrant community festivities.",https://images.pujapath.in/pandals/47_pally_jubak_brinda_durga_puja.jpg,web-verified station address; locality-based assignment,"47 Pally Jubak Brinda Durga Puja, Central Kolkata, Kolkata, West Bengal, India",success,"47 Pally Jubak Brinda Durga Puja, 47 Pally Jubak Brinda, Central Kolkata, Kolkata, West Bengal, 700007, India",OpenStreetMap Nominatim,valid,verified,"47 Pally Jubak Brinda Durga Puja, Central Kolkata, Kolkata, West Bengal, India","https://www.google.com/maps/search/?api=1&query=22.577645,88.357734",https://www.openstreetmap.org/?mlat=22.577645&mlon=88.357734#map=17/22.577645/88.357734
155,Central Calcutta Youth Association,Central Kolkata,2025,22.569012,88.358023,Central,0.3,Sealdah Railway Station,7.7,Low,False,True,16:00:00,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in Central Kolkata, Kolkata featuring traditional rituals and vibrant community festivities.",https://images.pujapath.in/pandals/central_calcutta_youth_association.jpg,web-verified station address; locality-based assignment,"Central Calcutta Youth Association, Central Kolkata, Kolkata, West Bengal, India",success,"Central Calcutta Youth Association, Central Calcutta Youth Association, Central Kolkata, Kolkata, West Bengal, 700012, India",OpenStreetMap Nominatim,valid,verified,"Central Calcutta Youth Association, Central Kolkata, Kolkata, West Bengal, India","https://www.google.com/maps/search/?api=1&query=22.569012,88.358023",https://www.openstreetmap.org/?mlat=22.569012&mlon=88.358023#map=17/22.569012/88.358023
156,College Square Sarbojanin Durgotsav,Central Kolkata,2025,22.573912,88.363845,Mahatma Gandhi Road,0.5,Howrah Junction,9.6,Extremely High,True,True,02:00:00,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in Central Kolkata, Kolkata featuring traditional rituals and vibrant community festivities.",https://images.pujapath.in/pandals/college_square_sarbojanin_durgotsav.jpg,web-verified station address; locality-based assignment,"College Square Sarbojanin Durgotsav, Central Kolkata, Kolkata, West Bengal, India",success,"College Square Sarbojanin Durgotsav, College Square, Central Kolkata, Kolkata, West Bengal, 700007, India",OpenStreetMap Nominatim,valid,verified,"College Square Sarbojanin Durgotsav, Central Kolkata, Kolkata, West Bengal, India","https://www.google.com/maps/search/?api=1&query=22.573912,88.363845",https://www.openstreetmap.org/?mlat=22.573912&mlon=88.363845#map=17/22.573912/88.363845
